name,party,state,incumbent_challenge_full,raised,spent
"WOODWORTH, BRIAN",REP,IL,Challenger,$0 ,$0 
"GEISSLER, CHRISTOPHER TODD",REP,IL,Challenger,$0 ,$0 
"ROCHE, DANIEL THOMAS",DEM,IL,Challenger,$0 ,$0 
"MASON, MICHAEL",DEM,IL,Challenger,$0 ,$0 
"MEMBERS, ANTOINE",REP,IL,Challenger,$0 ,$0 
"WADE, NANCY LYNN",GRE,IL,Challenger,$0 ,$0 
"FALVEY, JAMES M",REP,IL,Challenger,$0 ,$0 
"PETZEL, GEOFFREY J",DEM,IL,Challenger,$0 ,$0 
"KIRK, MARK STEVEN",REP,IL,Challenger,$0 ,$0 
"DAWSON, JOHN",REP,IL,Challenger,$0 ,$0 
"JACKSON, JESSE L JR",DEM,IL,Challenger,$0 ,$0 
"LIVINGSTON, GREGORY SEAL",IND,IL,Challenger,$0 ,$0 
"ANDERSON, DAVID JOHN",LIB,IL,Challenger,$0 ,$0 
"BOJOVIC, BRONCO",IND,IL,Challenger,$0 ,$0 
"ALEXANDER, JEREMY",DEM,IL,Challenger,$0 ,$0 
"GUILLEMETTE, JOANNE",DEM,IL,Challenger,$0 ,$0 
"JOHNSON, TIMOTHY V",REP,IL,Challenger,$0 ,$0 
"BIGGERT, JUDY",REP,IL,Challenger,$0 ,$0 
"EIDENBERG, ALEXANDRA CATHERINE",DEM,IL,Challenger,$0 ,$0 
"CONCEPCION, HECTOR L",REP,IL,Challenger,$0 ,$0 
"RAY, CARL DOUGLAS",DEM,IL,Challenger,$0 ,$0 
"KNAPP, THEODORE",IND,IL,Challenger,$0 ,$0 
"FAWELL, WILLIAM W",LIB,IL,Challenger,$0 ,$0 
"CUNNINGHAM, JOHN A ""JACK""",REP,IL,Challenger,$0 ,$0 
"REYES, ERIC STEVEN",REP,IL,Challenger,$0 ,$0 
"ROTHERT, ANTHONY E",DEM,IL,Challenger,$0 ,$0 
"WEIMAN, MARK M",REP,IL,Challenger,$0 ,$0 
"STEWART, JON",DEM,IL,Challenger,$0 ,$0 
"EVANS, RICHARD",REP,IL,Challenger,$0 ,$0 
"QUIGLEY, MIKE",DEM,IL,Incumbent,"$1,013,643.52 ","$829,547.64 "
"DOLD, ROBERT JAMES JR",REP,IL,Incumbent,"$5,488,206.47 ","$5,650,246.20 "
"KINZINGER, ADAM",REP,IL,Incumbent,"$1,835,619.81 ","$1,024,440.33 "
"HULTGREN, RANDY",REP,IL,Incumbent,"$1,183,161.68 ","$1,301,824.30 "
"RUSH, BOBBY LEE",DEM,IL,Incumbent,"$589,580.00 ","$621,691.50 "
"KELLY, ROBIN L.",DEM,IL,Incumbent,"$1,110,806.16 ","$838,787.75 "
"GUTIERREZ, LUIS V",DEM,IL,Incumbent,"$525,090.18 ","$560,492.30 "
"DAVIS, RODNEY L",UNK,IL,Incumbent,"$2,635,220.44 ","$2,364,757.42 "
"BUSTOS, CHERI",DEM,IL,Incumbent,"$3,584,496.39 ","$2,183,498.35 "
"SHIMKUS, JOHN M",REP,IL,Incumbent,"$3,207,855.80 ","$3,398,401.99 "
"LIPINSKI, DANIEL WILLIAM WILLIAM",DEM,IL,Incumbent,"$886,350.28 ","$675,798.29 "
"DAVIS, DANNY K. MR.",DEM,IL,Incumbent,"$552,637.99 ","$503,244.38 "
"BOST, MICHAEL",REP,IL,Incumbent,"$2,321,040.38 ","$2,340,925.06 "
"ROSKAM, PETER",REP,IL,Incumbent,"$3,013,381.97 ","$3,357,095.91 "
"DUCKWORTH, L. TAMMY",DEM,IL,Incumbent,"$385,884.26 ","$1,438,171.58 "
"LAHOOD, DARIN MCKAY",REP,IL,Incumbent,"$2,550,357.20 ","$2,228,898.33 "
"SCHAKOWSKY, JANICE D",DEM,IL,Incumbent,"$1,376,477.89 ","$1,307,371.56 "
"FOSTER, G. WILLIAM (BILL)",DEM,IL,Incumbent,"$2,981,949.73 ","$1,761,939.94 "
"SCHOCK, AARON JON MR.",REP,IL,Incumbent,"$265,706.50 ","$3,277,324.99 "
"FRASER, WILLIAM E",IND,IL,Open seat,"$2,829.56 ","$2,878.99 "
"SUMPTION, MILTON J",DEM,IL,Open seat,$0 ,$0 
"PLUMMER, JASON",REP,IL,Open seat,$0 ,$0 
"HARRIMAN, BRAD J",DEM,IL,Open seat,$0 ,$379.48 
"BEALE, ANTHONY A",DEM,IL,Open seat,"$6,800.00 ","$6,800.00 "
"MELLON, ROB",DEM,IL,Open seat,"$21,538.00 ","$19,007.00 "
"STRAW, ANDREW",REP,IL,Open seat,"$4,066.91 ","$4,066.91 "
"KRISHNAMOORTHI, S. RAJA",DEM,IL,Open seat,"$3,572,635.06 ","$2,646,752.35 "
"CULLERTON, TOM",DEM,IL,Open seat,"$139,932.71 ","$143,185.69 "
"NOLAND, MICHAEL",DEM,IL,Open seat,"$311,618.73 ","$311,618.73 "
"DICIANNI, PETER",REP,IL,Open seat,"$315,249.26 ","$315,249.26 "
"BULLWINKEL, DEBORAH M",DEM,IL,Open seat,"$90,728.29 ","$90,728.29 "
"FLYNN, MICHAEL",REP,IL,Open seat,"$173,899.35 ","$173,637.97 "
"LOPEZ, ADAM",DEM,IL,Open seat,"$13,633.02 ","$13,658.02 "
"RIENTS, DONALD RAY",REP,IL,Open seat,"$7,052.98 ","$6,871.41 "
"MELLON, ROBERT",DEM,IL,Open seat,"$21,538.00 ","$19,007.00 "
"LAUZEN, CHRIS",REP,IL,Open seat,"$60,549.08 ","$62,681.04 "
"JONES, LEALAN M",GRE,IL,Open seat,$0 ,$0 
"BEDELL, GREGORY A",REP,IL,Open seat,$0 ,$0 
"THOMPSON, ROGER",DEM,IL,Open seat,$0 ,$0 
"VARTANIAN, JOEY",DEM,IL,Open seat,$0 ,$0 
"VASQUEZ, ISRAEL C",DEM,IL,Open seat,$0 ,$0 
"KAY, DANIEL S (KARKUSIEWICZ)",REP,IL,Open seat,$0 ,$0 
"LAVIA, LINDA CHAPA",DEM,IL,Open seat,$0 ,$0 
"MCKINLEY, PAUL",REP,IL,Open seat,$0 ,$0 
"KHAN, MOHAMMADALI D",DEM,IL,Open seat,$0 ,$0 
"JOHNSON, KENNETH LAMAR",DEM,IL,Open seat,$0 ,$0 
"EAGLETON, CLIFFORD J",DEM,IL,Open seat,$0 ,$0 
"SERRA, JOE",DEM,IL,Open seat,$0 ,$0 
"MCALLISTER, LEONARD FRANCIS JR",REP,IL,Open seat,$0 ,$0 
"AUGUSTSON, ALAN",GRE,IL,Open seat,$0 ,$0 
"KNOTT, GREG S",LIB,IN,Challenger,$0 ,$25.00 
"BURTON, DANNY L",REP,IN,Challenger,"$1,101.93 ","$44,199.31 "
"HEITZMAN, SUSAN HALL",DEM,IN,Challenger,$0 ,$136.29 
"MINIEAR, J D",REP,IN,Challenger,"$4,477.00 ","$4,476.00 "
"DAVIDSON, ALLEN RAY",DEM,IN,Challenger,"$1,889.09 ","$1,889.09 "
"SPANGLER, TOM",DEM,IN,Challenger,$0 ,$503.29 
"BAILEY, BILL",DEM,IN,Challenger,$0 ,"$1,798.01 "
"COLEMAN, LYNN CARNELL",DEM,IN,Challenger,"$663,102.74 ","$649,084.99 "
"MAYORAS, STEVEN MICHAEL",LIB,IN,Challenger,"$1,907.49 ","$1,907.49 "
"DEMAREE, ANGELA JO",DEM,IN,Challenger,"$148,371.64 ","$147,903.43 "
"MACKENZIE, STEPHEN M.",REP,IN,Challenger,"$105,754.11 ","$103,507.90 "
"WITTLIEF, MATTHEW",LIB,IN,Challenger,"$7,471.44 ","$7,471.44 "
"WELSH, BARRY",DEM,IN,Challenger,"$6,073.84 ","$7,246.15 "
"THOMPSON, ANDREW",LIB,IN,Challenger,"$16,297.37 ","$18,212.52 "
"MOSS, RICHARD MARC",REP,IN,Challenger,"$58,255.00 ","$56,640.12 "
"DRAKE, RON",DEM,IN,Challenger,"$12,275.00 ","$11,249.00 "
"LEYVA, MARK J",REP,IN,Challenger,$199.00 ,$340.00 
"HARMON, WAYNE E",REP,IN,Challenger,$636.00 ,$212.00 
"PING, CATHERINE LOUISE ""CAT""",REP,IN,Challenger,"$6,030.00 ","$5,102.00 "
"KUHNLE, JUSTIN JAMES",DEM,IN,Challenger,$0 ,$0 
"SHEPARD, SEAN C",IND,IN,Challenger,$0 ,$0 
"SMITH, GORDON E",REP,IN,Challenger,$0 ,$0 
"DONNELLY, JOSEPH SIMON MR.",DEM,IN,Challenger,$0 ,$0 
"MORRISON, DAN",DEM,IN,Challenger,$0 ,$0 
"LEDFORD, LARRY LAMONT",DEM,IN,Challenger,$0 ,$0 
"GRUBB, RACHEL",REP,IN,Challenger,$0 ,$0 
"SIEKMAN, LANE ARTHUR",DEM,IN,Challenger,$0 ,$0 
"RULEY, MARY ETTA",DEM,IN,Challenger,$0 ,$0 
"RUIZ, JOE",LIB,IN,Challenger,$0 ,$0 
"DOMBKOWSKI, ADAM ALAN",REP,IN,Challenger,$0 ,$0 
"BOCK, JOSEPH",DEM,IN,Challenger,$0 ,$0 
"HALL, GARRY LEE",REP,IN,Challenger,$0 ,$0 
"BOWMAN, JOE JONATHAN",LIB,IN,Challenger,$0 ,$0 
"PASTORE, ROBERT A",REP,IN,Challenger,$0 ,$0 
"DAVIS, STEVEN A",REP,IN,Challenger,$0 ,$0 
"MESSER, ALLEN LUCAS",REP,IN,Incumbent,"$1,945,850.71 ","$1,356,932.20 "
"WALORSKI SWIHART, JACKIE",REP,IN,Incumbent,"$1,898,007.35 ","$2,080,501.63 "
"ROKITA, THEODORE EDWARD",REP,IN,Incumbent,"$1,441,198.76 ","$1,178,655.37 "
"BUCSHON, LARRY D.",REP,IN,Incumbent,"$994,854.35 ","$987,262.11 "
"BROOKS, SUSAN MRS.",REP,IN,Incumbent,"$1,734,455.31 ","$1,233,226.07 "
"VISCLOSKY, PETER J.",DEM,IN,Incumbent,"$1,009,860.99 ","$949,664.81 "
"CARSON, ANDRE",DEM,IN,Incumbent,"$1,121,602.41 ","$983,464.71 "
"MULLEN, BRENDAN B.",DEM,IN,Open seat,$0 ,$400.00 
"BATES, DON JR",REP,IN,Open seat,$0 ,$0 
"YODER, SHELLI",DEM,IN,Open seat,"$1,439,886.91 ","$1,419,849.79 "
"GALLOWAY, PAMELA GAIL",REP,IN,Open seat,"$388,095.04 ","$388,095.04 "
"BANKS, JAMES E",REP,IN,Open seat,"$1,755,487.43 ","$1,611,227.82 "
"BROWN, LIZ",REP,IN,Open seat,"$388,226.29 ","$388,226.29 "
"NIGHTENHELSER, TODD ALAN",DEM,IN,Open seat,"$2,364.18 ",$715.83 
"TOM, KIP E",REP,IN,Open seat,"$992,262.07 ","$992,262.07 "
"ZOELLER, GREGORY FRANCIS MR.",REP,IN,Open seat,"$300,885.58 ","$295,657.81 "
"HOUCHIN, ERIN",REP,IN,Open seat,"$524,323.97 ","$524,323.97 "
"WALTZ, DARRYL BRENT JR",REP,IN,Open seat,"$309,603.49 ","$306,903.49 "
"PFAFF, JAMES R",REP,IN,Open seat,"$34,477.63 ","$34,399.05 "
"HOLLINGSWORTH, TREY",REP,IN,Open seat,"$3,602,039.04 ","$3,601,734.05 "
"HALL, ROBERT",REP,IN,Open seat,"$8,498.42 ","$8,498.42 "
"ORENTLICHER, DAVID",DEM,IN,Open seat,"$230,627.65 ","$191,315.65 "
"FEIKES, MITCH",REP,IN,Open seat,$0 ,$0 
"MCINTOSH, DAVID MARTIN",REP,IN,Open seat,$0 ,$0 
"CUNNINGHAM, JOHN WAYNE",LIB,IN,Open seat,$0 ,$0 
"BOLLING, DANIEL WADE",DEM,IN,Open seat,$0 ,$0 
"MAHONEY, BILLY JOSEPH",REP,IN,Open seat,$0 ,$0 
"REID, RICHARD ANDREW",LIB,IN,Open seat,$0 ,$0 
"HIGHT, MICHAEL C (MIKE)",NNE,IN,Open seat,$0 ,$0 
"CRONE, JAMES ALAN",DEM,IN,Open seat,$0 ,$0 
"COLYER, JEFFREY",REP,KS,Challenger,$0 ,$0 
"LAPOLICE, ALAN",DEM,KS,Challenger,"$142,830.21 ","$147,481.62 "
"WAKEFIELD, MARGIE",DEM,KS,Challenger,"$4,131.81 ","$10,550.63 "
"TUCKER, JOSHUA JOEL",REP,KS,Challenger,$0 ,$0 
"KULTALA, KELLY D",DEM,KS,Challenger,"$7,937.21 ","$17,064.32 "
"TIAHRT, TODD",REP,KS,Challenger,$0 ,$0 
"SCHUCKMAN, PERRY L",DEM,KS,Challenger,$0 ,$0 
"MARSHALL, ROGER W",REP,KS,Challenger,"$1,653,986.34 ","$1,635,626.43 "
"MCLAUGHLIN, NATHANIEL WELTON JR",DEM,KS,Challenger,"$18,639.00 ","$18,590.00 "
"GOODE, GREGORY MICHAEL LTC(R) SR",REP,KS,Challenger,"$79,415.75 ","$46,759.45 "
"SIDIE, JAY",DEM,KS,Challenger,"$579,741.67 ","$569,870.49 "
"GIROUX, DANIEL BERNARD",DEM,KS,Challenger,"$264,191.25 ","$264,191.25 "
"WALZ-ALLEN, MIRANDA",IND,KS,Challenger,"$105,584.46 ","$87,797.07 "
"SHEROW, JAMES EARL",DEM,KS,Challenger,$0 ,$0 
"KOCH, THOMAS NEIL",DEM,KS,Challenger,$0 ,$0 
"BELLIS, JOSEPH K III",LIB,KS,Challenger,$0 ,$0 
"ROTH, KENT",REP,KS,Challenger,$0 ,$0 
"WHITNEY, BRYAN ROBERT",DEM,KS,Challenger,$0 ,$0 
"WILLOUGHBY, JOHN WALLACE",DEM,KS,Challenger,$0 ,$0 
"YODER, KEVIN",REP,KS,Incumbent,"$3,255,822.98 ","$4,081,243.76 "
"POMPEO, MICHAEL RICHARD",REP,KS,Incumbent,"$1,464,958.57 ","$1,461,220.83 "
"HUELSKAMP, TIMOTHY A REPRESENTA",REP,KS,Incumbent,"$945,520.99 ","$1,347,875.17 "
"JENKINS, LYNN",REP,KS,Incumbent,"$2,200,864.80 ","$1,530,822.51 "
"MANN, TRACEY ROBERT",REP,KS,Open seat,$625.00 ,$555.00 
"GOYLE, RAJ",DEM,KS,Open seat,"$1,000.00 ","$1,000.00 "
"LIGHTNER, PATRICIA",REP,KS,Open seat,$0 ,$0 
"MCPHERSON, CRAIG",REP,KS,Open seat,$0 ,$0 
"MALONE, JERRY M",REP,KS,Open seat,$0 ,$0 
"TALBERT, JASMIN",LIB,KS,Open seat,$0 ,$0 
"WICKER, SCOTT BROOKS JR",REP,KY,Challenger,$0 ,$0 
"LEACH, RONALD ALLEN",DEM,KY,Challenger,$600.00 ,$0 
"MCFARLANE, MICHAEL",REP,KY,Challenger,$284.17 ,"$5,064.23 "
"CHANDLER, A.B. III",DEM,KY,Challenger,$0 ,"$20,052.20 "
"JENSEN, ELISABETH",DEM,KY,Challenger,"$98,142.43 ","$101,540.41 "
"COBLENZ, MICHAEL",DEM,KY,Challenger,$500.00 ,$500.00 
"YOUNG, GEOFFREY M",DEM,KY,Challenger,"$13,034.58 ","$10,774.50 "
"BRATCHER, HAROLD",REP,KY,Challenger,"$7,525.00 ","$4,680.00 "
"BURK, JOHN GUNTHER JR",REP,KY,Challenger,"$1,150.00 ","$1,150.00 "
"KEMPER, NANCY JO",DEM,KY,Challenger,"$455,527.89 ","$451,695.24 "
"BRILL, ROGER Q",REP,KY,Challenger,"$19,990.00 ","$19,308.00 "
"ASTOR, CRAIG ROBERT",LIB,KY,Challenger,$0 ,$0 
"PRINCE, DAVID",DEM,KY,Challenger,$0 ,$0 
"PUCCETTI, GREGORY PETER",IND,KY,Challenger,$0 ,$0 
"BOLIN, WESLEY SEATON",DEM,KY,Challenger,$0 ,$0 
"STEPP, KENNETH STEPHENSON",DEM,KY,Challenger,$0 ,$0 
"ROGERS, HAROLD DALLAS",REP,KY,Incumbent,"$1,335,280.11 ","$1,363,365.48 "
"BARR, GARLAND ANDY",REP,KY,Incumbent,"$2,592,303.48 ","$2,604,489.66 "
"MASSIE, THOMAS H.",REP,KY,Incumbent,"$472,749.90 ","$430,426.25 "
"YARMUTH, JOHN A MR",DEM,KY,Incumbent,"$690,649.72 ","$768,222.18 "
"GUTHRIE, S. BRETT HON.",REP,KY,Incumbent,"$1,732,323.77 ","$1,318,277.41 "
"GASKINS, SAMUEL LEWIS",DEM,KY,Open seat,"$14,624.98 ","$17,415.92 "
"BATTS, JASON",REP,KY,Open seat,"$180,479.19 ","$179,926.20 "
"COMER, JAMES",REP,KY,Open seat,"$1,155,295.46 ","$1,070,732.08 "
"PAPE, MICHAEL J",REP,KY,Open seat,"$425,152.66 ","$425,152.66 "
"OERTHER, BRIAN DOUGLAS",REP,KY,Open seat,$0 ,$0 
"TAUZIN, WILBERT J II",REP,LA,Challenger,$0 ,$0 
"LANDRY, JEFFREY M",REP,LA,Challenger,$0 ,"$2,820.00 "
"MELVILLE, DAVID ROLAND JR",DEM,LA,Challenger,$0 ,$0 
"HOLLOWAY, CLYDE C",REP,LA,Challenger,"$14,070.55 ","$15,564.45 "
"LANDRIEU, GARY C",DEM,LA,Challenger,$0 ,$0 
"BROOKS, DAVID GRAHAM",IND,LA,Challenger,$0 ,$0 
"MCALLISTER, VANCE MICHAEL",REP,LA,Challenger,"$9,800.00 ","$13,716.67 "
"TARPLEY, EDWARD L JR",REP,LA,Challenger,$521.40 ,$935.00 
"DASHER, ZACH",REP,LA,Challenger,"$20,062.98 ","$29,018.27 "
"FAUST, DANIL",DEM,LA,Challenger,"$7,709.00 ","$5,066.05 "
"HOLDEN, MELVIN KIP",DEM,LA,Challenger,"$53,750.00 ","$44,855.11 "
"ANGELLE, SCOTT MR.",REP,LA,Challenger,"$2,021,228.97 ","$2,005,704.24 "
"HIGGINS, CAPTAIN CLAY",REP,LA,Challenger,"$403,923.01 ","$379,115.16 "
"RADER, LARRY",DEM,LA,Challenger,"$16,261.00 ","$14,658.49 "
"MORENO, HELENA",UNK,LA,Challenger,"$8,751.00 ","$8,751.00 "
"BAILEY, DWAYNE",REP,LA,Challenger,$0 ,$0 
"CARTER, TROY ""C""",DEM,LA,Challenger,$0 ,$0 
"DIGNAM, GAIL",REP,LA,Challenger,$0 ,$0 
"GREEN, EUGENE J JR",DEM,LA,Challenger,$0 ,$0 
"JEFFERSON, WILLIAM J.",DEM,LA,Challenger,$0 ,$0 
"CAO, ANH 'JOSEPH'",REP,LA,Challenger,$0 ,$0 
"GAVI, STEVEN JUDE",DEM,LA,Challenger,$0 ,$0 
"JOHNSON , GARY",DEM,LA,Challenger,$0 ,$0 
"SANFORD, JEFFRY L",LIB,LA,Challenger,$0 ,$0 
"KING, GARY W",REP,LA,Challenger,$0 ,$0 
"SCALISE, STEVE MR.",REP,LA,Incumbent,"$3,581,223.24 ","$3,650,778.44 "
"ABRAHAM, RALPH LEE DR. JR.",REP,LA,Incumbent,"$607,693.18 ","$439,482.93 "
"GRAVES, GARRET",REP,LA,Incumbent,"$1,951,463.20 ","$1,603,483.56 "
"RICHMOND, CEDRIC L.",DEM,LA,Incumbent,"$1,404,764.61 ","$1,175,669.68 "
"FLEMING, JOHN C MR. JR.",REP,LA,Incumbent,"$1,618,352.32 ","$2,709,108.08 "
"MILKOVICH, JOHN CHARLES",DEM,LA,Open seat,$200.00 ,$243.99 
"TAUZIN, WILBERT J III",REP,LA,Open seat,$24.79 ,"$4,000.00 "
"RISER, HARTWELL NEIL JR",REP,LA,Open seat,$0 ,$0 
"MAYO, JAMIE",DEM,LA,Open seat,"$9,364.00 ","$10,895.87 "
"CRAIG, RUFUS ",LIB,LA,Open seat,$0 ,"$2,659.00 "
"DIETZEL , PAUL II",REP,LA,Open seat,$277.63 ,$777.63 
"FELDER, CASSIE ERIN",REP,LA,Open seat,"$2,660.00 ","$5,625.47 "
"THOMAS, CHARLES 'TREY' DR III",REP,LA,Open seat,"$77,726.52 ","$77,726.52 "
"MCCULLOCH, CRAIG",REP,LA,Open seat,$0 ,"$1,705.16 "
"EDWARDS, EDWIN WASHINGTON",DEM,LA,Open seat,$0 ,"$22,418.03 "
"WHITNEY, LENAR",REP,LA,Open seat,"$15,375.70 ","$14,372.50 "
"KNEZEK, ERICK",REP,LA,Open seat,"$584,161.42 ","$572,300.99 "
"ELLISON, GREGORY W LT COL",REP,LA,Open seat,"$569,907.75 ","$569,613.80 "
"GEYMANN, BRETT F",REP,LA,Open seat,"$140,889.98 ","$140,889.98 "
"REES, GROVER JOSEPH",REP,LA,Open seat,"$161,236.70 ","$157,525.93 "
"RANTZ, AUGUST J IV",REP,LA,Open seat,"$738,256.88 ","$738,256.88 "
"JOHN, RICHARD MICHAEL MR.",REP,LA,Open seat,"$189,499.67 ","$188,696.40 "
"GUILLORY, ELBERT",REP,LA,Open seat,"$1,106,466.42 ","$1,001,661.20 "
"BAUCUM, RALPH W DR III",REP,LA,Open seat,"$785,184.03 ","$784,325.74 "
"JOHNSON, JAMES MICHAEL",REP,LA,Open seat,"$1,201,812.45 ","$1,005,718.09 "
"JENKINS, OLIVER LTCOL",REP,LA,Open seat,"$863,244.60 ","$856,351.81 "
"JONES JR, J MARSHALL",DEM,LA,Open seat,"$476,615.90 ","$469,876.13 "
"BELL, ROBERT (BOB) CAPT",REP,LA,Open seat,"$2,943.00 ","$2,930.00 "
"BURNS, TIMOTHY G",REP,LA,Open seat,$0 ,$0 
"JENKINS, LOUIS",REP,LA,Open seat,$0 ,$0 
"CARMOUCHE, PAUL J. MR.",DEM,LA,Open seat,$0 ,$0 
"DOWNER, HUNTINGTON B JR",REP,LA,Open seat,$0 ,$0 
"CLARK, NORMAN NORM LEE",REP,LA,Open seat,$0 ,$0 
"WARD, RICHARD J III",REP,LA,Open seat,$0 ,$0 
"RUSSELL, WELDON",DEM,LA,Open seat,$0 ,$0 
"HERFORD, HENRY JR.",LIB,LA,Open seat,$0 ,$0 
"CLAITOR, DANIEL A",REP,LA,Open seat,$0 ,$0 
"ANDERSON, QUENTIN ANTHONY",DEM,LA,Open seat,$0 ,$0 
"GORMAN, CHRIS D",REP,LA,Open seat,$0 ,$0 
"WEATHERLY, PHILLIP BLAKE",REP,LA,Open seat,$0 ,$0 
"ROSA, DAVID A",REP,MA,Challenger,"$18,633.55 ","$18,632.67 "
"LEWIS, MARYANNE",IND,MA,Challenger,$0 ,$0 
"TISEI, RICHARD R.",REP,MA,Challenger,"$8,745.36 ","$15,457.75 "
"MEEHAN, MARTIN T",DEM,MA,Challenger,"$121,102.04 ","$393,658.64 "
"SUTTER, C SAMUEL",DEM,MA,Challenger,$921.97 ,"$1,994.55 "
"SHELDON, CHRISTOPHER",REP,MA,Challenger,$0 ,$0 
"WOFFORD, ROSEANN",REP,MA,Challenger,"$41,826.53 ","$42,809.87 "
"TIERNEY, THOMAS P",REP,MA,Challenger,$800.00 ,"$1,186.00 "
"LONG, MARTIN",DEM,MA,Challenger,$10.00 ,"$1,616.00 "
"TIERNEY, JOHN F",DEM,MA,Challenger,"$6,629.21 ","$109,249.18 "
"DEFRANCO, MARISA A",DEM,MA,Challenger,"$1,022.50 ","$1,774.12 "
"STOCKWELL, CHRISTOPHER JOHN",NNE,MA,Challenger,$0 ,$0 
"ALLIEGRO, MARK C",REP,MA,Challenger,"$262,049.96 ","$261,805.18 "
"CHAPMAN, JOHN C.",REP,MA,Challenger,$452.00 ,"$3,904.14 "
"SHORES, DANIEL L",REP,MA,Challenger,$745.85 ,$37.34 
"SIMMONS, THOMAS T",LIB,MA,Challenger,"$17,850.00 ","$17,850.00 "
"KENNEDY, JOSEPH P II",DEM,MA,Challenger,"$314,496.84 ","$388,369.43 "
"BURKE, WILLIAM F",REP,MA,Challenger,"$47,391.00 ","$48,129.10 "
"O'MALLEY, THOMAS JOSEPH",REP,MA,Challenger,"$22,701.65 ","$21,632.59 "
"CATALDO, CHRISTOPHER DAVID",NPA,MA,Challenger,"$8,608.00 ","$8,608.00 "
"HARRINGTON, PAUL J.",NNE,MA,Challenger,"$63,438.00 ","$55,330.17 "
"BECH, NATHAN ALEXANDER",REP,MA,Challenger,$0 ,$0 
"BAKER, RICHARD A JR",REP,MA,Challenger,$0 ,$191.76 
"ADDIVINOLA, FRANK JOHN JR",REP,MA,Challenger,$0 ,$0 
"LOWENTHAL, JASON PHILIP",GRE,MA,Challenger,$0 ,$0 
"SCHWARTZ, SHELDON ELLIOTT",DEM,MA,Challenger,$0 ,$0 
"DEVINE, JOHN PATRICK",DEM,MA,Challenger,$0 ,$0 
"BARRON, PATRICK",UNK,MA,Challenger,$0 ,$0 
"TEMPERLEY, MATIAS",REP,MA,Challenger,$0 ,$0 
"ROMERO, KARLA",NNE,MA,Challenger,$0 ,$0 
"KEEGAN, MARGARET M",IND,MA,Challenger,$0 ,$0 
"DUBRULE, DANIEL D",REP,MA,Challenger,$0 ,$0 
"MAISANO, PAUL JOHN",DEM,MA,Challenger,$0 ,$0 
"MEAS, SAMBO",REP,MA,Challenger,$0 ,$0 
"MARKEY, EDWARD JOHN",DEM,MA,Challenger,$0 ,$0 
"JANKE, WILLIAM SCOTT",REP,MA,Challenger,$0 ,$0 
"WHITE, PETER A",UNK,MA,Challenger,$0 ,$0 
"ROSS, MICHAEL P",DEM,MA,Challenger,$0 ,$0 
"DONNELLY, JEFFERY PAUL",REP,MA,Challenger,$0 ,$0 
"KEATING, WILLIAM RICHARD",DEM,MA,Incumbent,"$1,200,514.28 ","$444,154.18 "
"KENNEDY, JOSEPH P III",DEM,MA,Incumbent,"$3,149,238.04 ","$1,797,668.25 "
"LYNCH, STEPHEN",DEM,MA,Incumbent,"$1,216,340.21 ","$528,715.64 "
"MCGOVERN, JAMES P",DEM,MA,Incumbent,"$933,894.04 ","$879,240.05 "
"CLARK, KATHERINE",DEM,MA,Incumbent,"$1,317,553.84 ","$669,000.12 "
"MOULTON, SETH",DEM,MA,Incumbent,"$2,632,276.60 ","$1,634,839.69 "
"NEAL, RICHARD E MR.",DEM,MA,Incumbent,"$1,792,791.11 ","$1,409,575.55 "
"TSONGAS, NICOLA S",DEM,MA,Incumbent,"$1,213,205.85 ","$1,146,668.15 "
"CAPUANO, MICHAEL E",DEM,MA,Incumbent,"$759,925.09 ","$695,853.17 "
"STOPA, MICHAEL P",REP,MA,Open seat,$0 ,$0 
"MALONE, JOSEPH DANIEL",REP,MA,Open seat,$0 ,$0 
"WILT, WILLIAM F",NNE,MA,Open seat,$0 ,$0 
"FARREN, MARTIN BENJAMIN",DEM,MA,Open seat,$0 ,$0 
"COOMBES, MICHAEL JOHN",LIB,MA,Open seat,$0 ,$0 
"ELDRIDGE, JAMES BRADLEY",DEM,MA,Open seat,$0 ,$0 
"PERRY, JEFFREY DAVIS",REP,MA,Open seat,$0 ,$0 
"O'LEARY, ROBERT A",DEM,MA,Open seat,$0 ,$0 
"PORTER, JACK N",DEM,MA,Open seat,$0 ,$0 
"STEINHOF, DAVID L DMD",REP,MA,Open seat,$0 ,$0 
"WELCH, RICHARD",IND,MA,Open seat,$0 ,$0 
"CARDARELLI, MARCELO GABRIEL",REP,MD,Challenger,$0 ,$0 
"LA FERLA, JOHN JAMES DR",DEM,MD,Challenger,$0 ,$0 
"BARTLETT, ROSCOE G. REP.",REP,MD,Challenger,$0 ,$0 
"GARAGIOLA, ROBERT J",DEM,MD,Challenger,$30.00 ,$0 
"TRACHTENBERG, DUCHY",DEM,MD,Challenger,"$10,500.00 ","$10,000.00 "
"BRINKLEY, DAVID ROSS",REP,MD,Challenger,$0 ,$12.00 
"AFZALI, KATHY",REP,MD,Challenger,$0 ,$0 
"TILGHMAN, WILLIAM F",DEM,MD,Challenger,"$1,242.00 ",$815.26 
"SCHLAKMAN, IAN ANDREW",GRE,MD,Challenger,$0 ,$280.48 
"HOYT, NANCY JONES",REP,MD,Challenger,$0 ,"$3,123.20 "
"ARNESS, MARK KENNETH",REP,MD,Challenger,"$53,054.16 ","$53,054.16 "
